id,age,country,employment_type,years_employed,annual_income,years_credit_history,num_credit_accounts,credit_score,past_defaults,payment_history_score,total_portfolio_value,btc_pct,eth_pct,stablecoins_pct,other_pct,portfolio_volatility_30d,transaction_frequency_30d,average_transaction_size,wallet_age_days,smart_contract_interactions,defi_experience_level,gas_fee_spending_30d,requested_loan_amount,loan_purpose,collateral_amount,collateral_type,requested_term_months,ltv_ratio,debt_to_income_ratio,risk_score,default_in_12_months,actual_repayment_days,generated_at,generator_version
SYNTH_002472,25,CA,full_time,7,102597,7,3,737,0,76,1919607,40.91,12.7,38.02,8.38,37.60947880934352,14,528752,250,12,30,635,1000,other,1767,DAI,24,56.59,0.08,33.36,0,731.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002473,18,OTHER,self_employed,0,46661,0,2,768,0,90,60444,14.83,11.12,68.27,5.77,22.80886551733676,14,12956,523,3,22,559,1000,personal,1526,USDC,12,65.53,0.18,39.3,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002474,38,CA,self_employed,13,59293,20,1,715,0,67,27553,12.22,44.53,13.21,30.04,48.43289346486363,8,7976,644,8,0,71,1000,business,1999,DAI,3,50.03,0.14,44.76,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002475,43,UK,student,0,36841,23,5,687,0,73,177500,13.09,38.87,36.56,11.48,33.2295613087588,12,47948,272,13,11,368,1000,investment,1848,USDC,6,54.11,0.23,46.32,0,188.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002476,32,CA,full_time,8,64346,14,4,800,0,100,14786,39.33,24.52,27.77,8.39,44.059546601237486,11,1553,402,1,0,353,1000,personal,1570,BTC,3,63.69,0.13,41.95,0,91.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002477,52,OTHER,full_time,29,92042,34,8,763,0,91,884631,9.84,36.75,22.12,31.28,32.259222587455845,9,193471,216,6,23,383,1000,education,1828,ETH,12,54.7,0.09,32.43,0,330.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002478,18,CA,full_time,0,66099,0,8,694,0,54,118294,31.44,48.46,15.24,4.86,33.75315584767694,10,33676,893,11,24,327,1000,business,1648,DAI,12,60.68,0.13,40.92,0,345.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002479,43,AU,part_time,22,88948,25,5,772,0,100,258554,33.16,35.05,9.0,22.79,44.58312327526969,10,43001,380,4,18,309,1000,personal,1695,DAI,12,59.0,0.09,35.46,0,343.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002480,27,OTHER,full_time,4,97054,8,3,710,0,76,19209,19.24,33.19,23.39,24.18,42.48118629987451,9,2278,168,8,17,60,1000,investment,1884,DAI,6,53.08,0.09,35.15,0,188.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002481,55,US,full_time,33,32340,37,4,545,1,38,38843,15.9,10.62,68.83,4.66,29.35759178399872,9,6061,602,3,0,359,1000,investment,1705,ETH,6,58.65,0.26,55.68,0,182.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002482,58,CA,full_time,33,446161,38,4,709,0,68,285530,20.78,32.77,46.2,0.25,28.316055663774765,14,56766,574,5,12,688,1000,business,1546,ETH,12,64.68,0.02,36.64,0,341.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002483,25,JP,full_time,4,57046,5,5,731,0,80,660203,19.22,40.18,36.45,4.15,35.839028732390624,19,154355,504,9,33,668,1000,education,1986,USDC,3,50.35,0.15,38.45,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002484,28,OTHER,student,0,15000,4,3,552,0,37,65876,41.34,17.82,38.1,2.75,27.67394968785972,16,14704,391,6,20,718,1000,education,1811,DAI,24,55.22,0.56,53.74,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002485,45,US,part_time,27,19945,27,2,720,0,76,205805,21.87,22.56,50.34,5.24,33.6672252401307,9,26876,851,8,0,222,1000,emergency,1236,DAI,12,80.91,0.42,54.4,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002486,30,SG,full_time,6,31074,6,5,819,0,100,6869,23.65,22.72,42.98,10.65,29.960646234967747,17,1923,1048,7,19,757,1000,investment,1694,DAI,12,59.03,0.27,40.05,0,389.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002487,34,CA,part_time,11,79921,15,2,750,1,63,915432,15.44,53.79,30.23,0.53,39.97123451992266,11,254938,792,6,32,202,1000,education,1996,USDT,6,50.1,0.1,32.72,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002488,35,US,self_employed,13,95622,15,2,663,0,70,147995,27.11,30.41,37.08,5.4,40.06553007936196,8,35261,638,3,2,116,1000,education,1646,ETH,12,60.75,0.09,41.36,0,330.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002489,18,DE,full_time,0,54134,0,5,711,0,85,85043,9.98,36.86,52.68,0.48,24.994532775696293,8,18233,895,7,16,298,1000,education,1255,USDC,6,79.68,0.15,45.72,0,164.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002490,34,US,part_time,7,40562,16,4,553,0,44,373920,10.69,36.16,46.54,6.61,40.21206082103618,8,43650,333,6,9,139,1000,business,1603,USDT,6,62.38,0.21,54.92,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002491,26,UK,self_employed,4,104855,8,3,718,0,78,114043,17.35,31.31,39.01,12.33,36.6514484836106,10,14582,305,5,10,489,1000,education,1430,BTC,3,69.93,0.08,39.22,0,85.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002492,29,UK,full_time,0,87624,11,1,850,0,100,532634,24.62,15.88,34.88,24.62,34.84185717486153,12,73485,835,6,23,420,1000,education,1580,USDC,3,63.29,0.1,31.54,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002493,52,SG,self_employed,28,49504,32,6,790,0,95,240471,26.11,22.45,50.55,0.9,29.494969166634327,12,65578,376,5,14,116,1000,business,1727,USDT,12,57.9,0.17,39.33,0,325.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002494,19,UK,full_time,1,142297,1,2,717,0,78,1437479,20.38,57.29,21.37,0.97,41.52193300749751,11,305234,642,6,7,184,1000,business,1649,ETH,3,60.64,0.06,38.4,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002495,44,SG,full_time,19,15000,24,7,737,0,88,166963,8.11,70.67,14.02,7.2,40.20785058885035,13,48858,441,8,0,315,1000,education,1681,ETH,6,59.49,0.56,50.56,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002496,31,US,self_employed,9,188715,13,4,850,0,100,1169864,10.09,67.6,13.09,9.22,40.38993267379633,13,262689,281,7,16,417,1000,business,1545,ETH,3,64.72,0.04,30.85,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002497,31,US,student,0,15000,9,3,609,1,64,154421,5.32,40.51,21.11,33.07,32.905858700760106,11,34009,921,6,18,493,1000,education,1839,USDC,36,54.38,0.56,51.18,0,1146.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002498,44,US,self_employed,18,49528,25,4,733,0,80,960780,9.72,43.67,40.63,5.98,29.168244187513626,13,269920,785,10,28,411,1000,other,1855,Mixed,3,53.91,0.17,39.69,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002499,39,US,full_time,20,76188,18,2,805,0,81,210145,5.52,28.19,61.16,5.12,25.306001908234908,16,12991,476,7,22,346,1000,business,1279,USDT,3,78.19,0.11,36.54,0,83.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002500,41,DE,part_time,14,32464,23,7,556,1,31,68895,17.86,11.28,68.16,2.7,9.969901016583993,11,11150,501,9,14,462,1000,education,1804,USDC,12,55.43,0.26,49.07,0,359.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002501,46,AU,full_time,25,36146,26,3,800,0,95,543438,16.92,43.79,35.65,3.64,26.529791424713434,14,31884,283,8,24,504,1000,personal,1632,USDC,12,61.27,0.23,39.91,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002502,31,US,full_time,10,95468,10,4,710,0,71,455767,21.77,21.53,55.74,0.96,24.149895762015262,17,60105,509,11,29,501,1000,business,1702,ETH,3,58.75,0.09,32.9,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002503,27,US,full_time,1,45336,9,0,707,0,70,191430,26.68,10.14,38.62,24.55,30.93056509503382,8,55752,358,6,0,63,1000,business,1877,USDT,12,53.28,0.18,44.8,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002504,21,CA,full_time,0,89497,2,5,700,0,74,60809,9.1,25.05,53.2,12.65,22.934993876060066,13,7422,97,8,19,246,1000,personal,1738,DAI,12,57.54,0.09,35.11,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002505,25,UK,full_time,0,34333,7,2,849,0,93,46280,4.04,31.39,54.03,10.54,24.162087742535597,17,3996,568,9,25,825,1000,business,1937,ETH,6,51.63,0.24,34.74,0,188.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002506,70,OTHER,self_employed,50,71358,52,6,740,0,76,961835,29.84,29.2,23.97,16.99,41.29109095496648,11,105606,94,10,7,305,1000,investment,1779,USDC,24,56.21,0.12,40.67,0,670.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002507,49,CA,student,0,29755,31,4,820,0,100,131694,8.19,40.71,47.18,3.93,23.79678645694207,13,12361,114,7,19,196,1000,investment,1752,USDT,3,57.08,0.28,39.56,0,83.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002508,18,UK,unemployed,0,15000,0,7,632,0,57,142661,37.73,13.82,47.61,0.83,24.104371645303534,11,7793,639,8,29,185,1000,business,1311,USDC,3,76.28,0.56,52.63,0,81.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002509,19,US,student,0,26357,0,2,564,2,42,136712,24.18,8.17,48.59,19.06,23.83521914572561,12,10886,293,6,0,165,1000,business,1572,USDC,12,63.61,0.32,55.68,0,394.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002510,40,SG,full_time,22,20988,22,3,804,0,90,50111,4.09,34.45,50.62,10.84,35.31236427368271,13,12830,884,9,14,516,1000,business,1690,USDT,6,59.17,0.4,44.08,0,194.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002511,41,US,self_employed,19,86525,21,7,760,0,95,14203,16.25,39.61,42.0,2.15,30.790096374367128,10,4177,1251,10,34,353,1000,business,1684,USDT,3,59.38,0.1,33.26,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002512,41,US,student,0,42499,21,3,673,2,58,25281,51.6,14.23,28.8,5.37,29.627209682869463,14,2114,244,5,9,599,1000,other,1379,USDC,12,72.52,0.2,49.18,0,354.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002513,31,US,full_time,11,50797,11,3,600,0,71,30269,39.04,18.07,28.53,14.36,27.13454388666081,10,5438,498,8,6,125,1000,business,1691,USDC,36,59.14,0.16,49.13,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002514,33,AU,self_employed,13,159457,15,9,850,0,98,900764,27.68,13.56,58.36,0.4,26.337923198908406,16,52826,353,9,23,192,1000,emergency,1713,DAI,24,58.38,0.05,27.17,0,696.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002515,38,SG,full_time,14,177785,18,6,745,0,88,63077,18.47,61.38,15.14,5.01,33.96156274539682,11,12802,215,7,29,324,1000,personal,1595,USDC,12,62.7,0.05,32.88,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002516,36,US,full_time,18,154771,18,3,798,0,96,690424,11.37,62.27,10.25,16.11,41.718869866225376,15,38009,277,11,18,503,1000,education,1964,DAI,3,50.92,0.05,31.53,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002517,18,CA,full_time,0,87172,0,3,649,0,69,3460138,42.11,17.81,26.93,13.16,30.10123418392033,11,283193,463,10,17,123,1000,investment,1775,USDT,24,56.34,0.1,38.9,0,721.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002518,32,UK,self_employed,3,67933,12,5,745,1,91,466871,17.85,17.63,40.53,24.0,26.254164503577982,11,35420,336,10,19,373,1000,emergency,1988,BTC,24,50.3,0.12,34.64,0,778.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002519,24,SG,self_employed,1,59874,6,5,831,0,88,30361,11.84,30.03,45.51,12.62,25.75134814839089,12,6026,385,8,5,71,1000,investment,1374,USDC,24,72.78,0.14,39.21,0,709.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002520,37,US,full_time,16,42632,19,4,714,0,76,46912,34.4,29.21,33.05,3.34,33.09589849093517,8,3139,153,9,32,47,1000,education,1824,Mixed,6,54.82,0.2,41.67,0,173.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002521,70,DE,self_employed,41,157038,52,4,762,0,87,114660,34.14,29.29,34.85,1.72,40.86482702361876,10,12991,1095,9,33,83,1000,personal,1752,USDC,12,57.08,0.05,31.45,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002522,39,OTHER,part_time,13,55727,18,5,850,0,96,2357681,13.88,32.82,46.2,7.09,37.95342778432919,8,398022,699,9,38,258,1000,emergency,1766,DAI,12,56.63,0.15,31.9,0,380.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002523,31,US,part_time,4,56304,9,6,548,2,46,38636,22.04,22.06,40.56,15.34,32.43451931966455,10,6931,186,10,5,366,1000,other,1896,USDT,12,52.74,0.15,49.78,0,373.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002524,46,US,full_time,27,87990,28,2,687,0,82,169058,23.57,37.7,38.18,0.56,18.98143952399795,13,8698,585,7,6,617,1000,personal,1721,USDT,12,58.11,0.09,38.09,0,381.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002525,40,US,full_time,22,65948,19,2,738,2,73,9583,6.31,45.65,47.13,0.91,30.873704811821636,13,1241,586,9,45,304,1000,investment,1418,USDC,3,70.52,0.13,37.11,0,95.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002526,40,US,self_employed,17,95022,22,3,720,1,85,360542,15.0,29.16,46.66,9.18,32.00414229773565,13,91182,1395,6,7,319,1000,business,1390,DAI,6,71.94,0.09,39.71,0,190.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002527,42,UK,full_time,22,33119,19,1,767,0,84,44223,15.56,25.06,53.04,6.34,44.11631822619399,11,3435,486,4,0,97,1000,emergency,1746,Mixed,6,57.27,0.25,46.43,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002528,59,AU,full_time,39,172580,41,3,774,0,83,1213966,3.49,42.49,51.87,2.14,34.90943163064979,16,90044,614,10,14,722,1000,business,1575,BTC,12,63.49,0.05,34.16,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002529,21,OTHER,full_time,3,92023,2,9,667,2,63,30471,19.78,41.1,34.7,4.42,29.94075029057527,15,4464,212,8,12,616,1000,business,1228,BTC,6,81.43,0.09,44.71,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002530,40,US,student,0,15000,22,4,798,0,82,14574,13.38,41.93,26.78,17.91,25.919965719625452,14,3290,899,10,37,213,1000,business,1891,BTC,6,52.88,0.56,39.27,0,162.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002531,23,SG,self_employed,0,92005,5,4,664,0,70,27349,12.46,40.58,41.2,5.76,37.772853357015926,12,5216,225,9,29,473,1000,personal,1860,USDT,6,53.76,0.09,36.81,0,181.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002532,41,DE,full_time,17,22662,23,3,779,0,65,467324,8.72,11.94,77.52,1.81,18.679105665833028,10,31355,318,4,0,493,1000,investment,1670,ETH,24,59.88,0.37,43.78,0,756.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002533,23,SG,full_time,1,118295,5,2,692,0,65,262507,9.16,41.3,45.09,4.44,25.358661459990117,12,77583,819,8,21,226,1000,investment,1267,ETH,24,78.93,0.07,39.03,0,739.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002534,29,UK,self_employed,11,255766,11,3,755,0,82,2053788,19.37,30.66,35.74,14.22,33.799227533256186,17,189906,238,7,6,261,1000,education,1853,USDC,6,53.97,0.03,33.72,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002535,31,US,full_time,9,93686,13,1,850,0,89,31038,4.73,2.71,80.74,11.82,21.78802066603069,13,8085,380,14,11,406,1000,emergency,1499,Mixed,6,66.71,0.09,30.88,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002536,46,SG,full_time,20,124920,28,6,739,0,80,46539,13.34,34.11,52.15,0.4,37.76195573730514,8,10203,329,7,35,131,1000,other,1890,USDC,6,52.91,0.07,30.84,0,193.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002537,46,UK,full_time,19,63303,28,3,845,0,100,23141,10.87,13.73,58.53,16.88,35.29859970714469,5,1930,434,11,13,195,1000,business,1280,DAI,3,78.12,0.13,39.69,0,81.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002538,20,AU,full_time,2,45419,0,3,615,0,58,23680,14.06,30.11,55.54,0.29,25.208981916084603,10,6037,317,8,3,172,1000,education,1472,ETH,24,67.93,0.18,50.52,0,767.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002539,35,AU,full_time,9,171665,16,4,712,0,74,1449677,24.11,20.93,40.55,14.41,27.87184364661724,14,211557,1064,9,10,399,1000,other,1200,USDT,12,83.33,0.05,40.38,0,393.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002540,26,US,self_employed,6,62811,7,4,705,0,74,263101,6.12,24.09,55.37,14.41,31.811192708739334,9,15296,392,6,0,119,1000,investment,1939,BTC,6,51.57,0.13,41.34,0,163.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002541,19,US,self_employed,0,58765,0,3,680,0,73,376570,11.94,38.58,42.48,7.01,30.857776062485538,15,107599,665,6,33,323,1000,investment,1908,Mixed,12,52.41,0.14,39.91,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002542,32,OTHER,full_time,4,75607,11,7,806,0,100,53056,32.21,26.58,15.95,25.26,32.737603204355615,13,10639,735,10,36,595,1000,business,1799,USDT,6,55.59,0.11,31.14,0,173.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002543,31,SG,full_time,11,74994,13,3,786,0,87,137289,6.26,21.56,52.56,19.61,33.53240666887833,11,28731,835,8,38,405,1000,emergency,1472,DAI,24,67.93,0.11,34.6,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002544,64,JP,full_time,39,288620,46,2,850,0,86,190338,42.93,44.14,10.2,2.73,44.35515957602994,15,38855,435,7,11,124,1000,personal,1902,USDC,12,52.58,0.03,30.5,0,335.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002545,40,US,self_employed,19,188982,20,4,802,0,91,109532,20.21,25.17,51.74,2.88,29.055680124068637,10,9240,757,3,11,152,1000,other,1925,Mixed,36,51.95,0.04,28.91,0,999.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002546,18,SG,full_time,0,129867,0,2,850,0,100,141489,16.81,36.41,27.21,19.57,36.75126692623801,8,38487,115,12,15,79,1000,personal,1915,DAI,12,52.22,0.06,28.56,0,380.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002547,28,SG,full_time,8,211978,10,4,837,0,100,73576,13.19,25.22,38.71,22.88,38.086237233191746,12,16686,888,5,26,211,1000,education,1585,ETH,24,63.09,0.04,29.84,0,730.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002548,47,JP,self_employed,23,176809,26,4,787,0,100,204384,12.63,44.67,32.25,10.44,32.92893355968654,10,61151,166,9,15,394,1000,investment,1525,DAI,6,65.57,0.05,33.62,0,195.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002549,60,US,self_employed,40,56777,40,9,850,0,92,944325,57.08,26.07,12.09,4.76,33.98413707412079,14,67186,347,7,0,419,1000,business,1580,DAI,12,63.29,0.15,39.46,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002550,18,US,full_time,0,30349,0,2,704,0,73,752089,23.5,28.24,25.92,22.35,31.064386845878317,10,151376,396,9,27,58,1000,business,1682,BTC,3,59.45,0.27,43.85,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002551,18,UK,full_time,0,63487,0,5,747,0,71,97863,19.23,54.37,22.93,3.46,43.15182201061475,11,6942,263,8,28,410,1000,emergency,1513,DAI,6,66.09,0.13,41.21,0,189.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002552,57,JP,part_time,37,15000,35,3,725,0,87,48863,23.22,13.18,61.75,1.85,26.479367715426136,13,12920,360,13,25,136,1000,investment,1995,USDT,6,50.13,0.56,43.4,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002553,39,OTHER,part_time,17,33048,21,4,722,0,78,204063,7.34,42.84,47.48,2.34,32.31328019499245,9,13239,513,11,30,215,1000,business,1681,USDC,36,59.49,0.25,43.57,0,983.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002554,24,OTHER,full_time,0,101303,6,5,671,0,47,1278347,12.17,32.94,44.72,10.17,30.00617902852652,12,85532,700,7,2,351,1000,personal,1925,ETH,12,51.95,0.08,37.82,0,324.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002555,41,OTHER,student,0,27893,22,3,676,0,59,70062,0.98,44.28,52.35,2.39,22.71165466128198,17,4989,752,13,31,572,1000,personal,1510,DAI,6,66.23,0.3,45.99,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002556,18,US,self_employed,0,47277,0,2,619,0,57,6089942,51.63,30.49,17.21,0.67,37.099867510896004,7,741572,272,5,13,101,1000,business,1958,USDT,12,51.07,0.18,47.37,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002557,35,US,part_time,13,65552,14,2,737,0,60,305397,6.83,41.01,38.2,13.95,40.44707877806204,14,78063,826,15,35,164,1000,investment,1858,USDT,24,53.82,0.13,37.74,0,704.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002558,38,US,full_time,20,37836,20,2,645,0,50,141320,21.72,28.33,37.2,12.74,33.71886876251186,11,17998,587,10,10,494,1000,business,1796,USDC,12,55.68,0.22,48.4,0,337.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002559,46,UK,self_employed,23,212908,28,4,778,0,71,1447935,10.02,33.99,25.34,30.64,35.51527692005692,13,298735,303,7,23,196,1000,personal,1674,Mixed,12,59.74,0.04,32.19,0,338.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002560,22,AU,self_employed,0,96429,4,4,699,0,73,63316,4.69,33.17,61.11,1.03,36.61058780728757,7,5363,823,9,18,279,1000,emergency,1415,USDT,24,70.67,0.09,38.83,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002561,36,JP,full_time,13,110361,18,2,655,0,68,554766,31.39,35.15,19.84,13.61,34.94675815387585,11,118652,305,8,0,351,1000,emergency,1752,USDT,12,57.08,0.08,40.58,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002562,23,US,self_employed,5,52033,3,7,770,0,75,188528,3.55,50.91,44.92,0.61,29.09413817626327,11,55892,180,7,11,159,1000,investment,1988,DAI,24,50.3,0.16,38.91,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002563,38,DE,full_time,19,131305,18,5,778,0,83,19400,25.01,37.21,36.45,1.33,27.019530464455794,4,1260,512,7,9,49,1000,education,1307,ETH,12,76.51,0.06,36.73,0,387.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002564,24,OTHER,full_time,0,73304,3,4,698,0,83,17082,6.81,51.37,34.78,7.03,36.408366694212894,8,3827,795,5,17,164,1000,other,1216,DAI,12,82.24,0.11,45.61,0,386.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002565,30,SG,full_time,8,126652,12,4,685,0,62,109265,29.06,8.42,57.42,5.11,20.84498222291528,10,7697,237,9,8,149,1000,other,1349,DAI,6,74.13,0.07,39.0,0,167.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002566,23,US,part_time,2,104396,2,1,709,0,59,53221,19.58,18.47,52.06,9.89,38.24665020317386,9,6309,1323,14,25,182,1000,business,1698,ETH,36,58.89,0.08,34.55,0,1011.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002567,42,SG,full_time,15,39107,21,5,770,0,77,11508,27.76,15.78,54.55,1.91,22.81220086212168,9,2488,608,12,11,278,1000,personal,1388,USDC,6,72.05,0.21,43.71,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002568,45,UK,self_employed,26,338114,25,3,777,1,90,162358,5.84,67.77,15.67,10.73,39.84752519306274,10,48273,501,8,25,246,1000,personal,1771,ETH,24,56.47,0.02,31.94,0,682.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002569,32,DE,self_employed,6,131825,12,4,770,0,91,431205,8.59,17.62,72.17,1.62,22.957883774059507,11,95563,419,10,29,238,1000,investment,1821,ETH,12,54.91,0.06,29.11,0,364.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002570,35,UK,full_time,6,132777,15,4,850,0,100,50431,27.31,20.48,50.61,1.59,30.688201147280537,5,5428,340,6,0,97,1000,education,1614,USDT,24,61.96,0.06,32.37,0,658.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002571,18,US,full_time,0,130560,0,2,602,1,35,305504,23.94,13.17,40.14,22.75,43.691844719837256,11,51557,850,7,12,372,1000,education,1202,USDC,6,83.19,0.06,48.33,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002572,31,OTHER,self_employed,8,238048,12,2,534,1,49,235471,15.8,47.87,35.2,1.13,32.19275856977963,15,53081,796,11,30,638,1000,investment,1994,Mixed,12,50.15,0.04,39.68,0,366.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002573,34,SG,part_time,11,15000,15,4,652,1,53,280711,2.31,40.49,18.03,39.17,33.80126014234388,7,34358,1080,10,33,122,1000,business,1650,Mixed,6,60.61,0.56,49.28,0,194.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002574,66,SG,full_time,40,92272,48,3,599,0,64,66084,20.09,20.17,54.05,5.69,25.38595075365464,10,11773,103,8,17,311,1000,education,1676,Mixed,12,59.67,0.09,40.7,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002575,21,OTHER,full_time,0,149863,0,3,680,1,71,383946,7.08,29.62,61.05,2.25,28.434724507547717,15,53343,310,10,27,481,1000,personal,1382,USDT,3,72.36,0.06,38.09,0,93.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002576,52,US,full_time,34,52524,34,2,703,0,70,203265,15.42,19.52,55.3,9.77,27.567573663209632,18,47794,439,3,32,303,1000,education,1240,DAI,6,80.65,0.16,43.72,0,183.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002577,46,US,full_time,25,102263,28,2,850,0,92,16033,26.96,14.22,40.54,18.29,36.27373602093997,11,3159,604,11,16,212,1000,emergency,1364,USDT,3,73.31,0.08,31.71,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002578,38,AU,full_time,12,66109,17,5,747,0,59,103220,3.21,45.03,48.83,2.94,41.64829617666358,15,28646,156,5,23,307,1000,business,1977,BTC,24,50.58,0.13,37.71,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_002579,56,US,full_time,26,52195,35,5,548,0,39,218232,39.15,26.78,21.77,12.31,38.15211085242646,16,15992,64,8,5,160,1000,other,1389,DAI,24,71.99,0.16,55.19,0,699.0,2026-01-03T01:25:43.880677,1.0.0
